joshith,enhancement to honor,to honor strategies,honor strategies to
opstestproduction,e2e pr success,pr success test01012020,success test01012020 1249
gabriel dudlicek,adding a change,a change to,change to conflict
matthew peveler,fix link to,link to requeststhreads,to requeststhreads on
nate prewitt,merge pull request,pull request 5250,request 5250 from
mickaël schoentgen,merge branch master,branch master into,master into fixresourcewarnings
adit p patel,automatically backed up,backed up by,up by learn
kirill shcherbina,automatically backed up,backed up by,up by learn
vineet sinha,better naming and,naming and menu,and menu item
eveningshade,merge remotetracking branch,remotetracking branch originmaster,branch originmaster conflicts
dependabot[bot],bump handlebars from,handlebars from 412,from 412 to
devin fitzsimons,merge pull request,pull request 1,request 1 from
crieve-sargeras,fixed some bugs,some bugs with,bugs with the
colin,remove dependency on,dependency on aws,on aws dockerhub
jumhorn,reconstruct a 2row,a 2row binary,2row binary matrix
takuya takeuchi,merge branch featureshufflenetv2,branch featureshufflenetv2 into,featureshufflenetv2 into develop
omar dario,agregando imagenes para,imagenes para la,para la pagina
robert impellitteri,other 11 added,11 added remove,added remove button
voicesc,merge branch andrew,branch andrew of,andrew of httpsgithubcomlistvaletlistvalet
voicesc,articles are all,are all updated,all updated blogs
jenkins-x-bot,publishing files for,files for path,for path jenkinsxlogscbkubecdenvironmentpr120100bootgkedevpr21log
elijah christensen,added boxindex and,boxindex and started,and started fleshing
diversity timestamping service,newly timestamped commits,timestamped commits up,commits up to
diversity timestamping service,newly timestamped commits,timestamped commits up,commits up to
gitta timestamping service,httpsgittazeitgitternet branch timestamp,branch timestamp 20200101,timestamp 20200101 004919
josh bielick,bump docker image,docker image to,image to 231
renovate bot,update module googlegogithub,module googlegogithub to,googlegogithub to v28
mathi gatti,testing algorithm modifications,algorithm modifications and,modifications and adding
ri xin yang,automatically backed up,backed up by,up by learn
will dickson,worked on readwrite,on readwrite methods,readwrite methods for
anthony holder,automatically backed up,backed up by,up by learn
bitnami containers,externaldns component image,component image updated,image updated to
heroku-bot,20200101 1249 am,1249 am facebook,am facebook main
michelle handipranata,the analysis result,analysis result images,result images have
oscar esteban,apply suggestions from,suggestions from code,from code review
doctor4t,add page amount,page amount tooltips,amount tooltips for
doctor4t,add recipe to,recipe to combine,to combine books
umgi,allow transmission and,transmission and kodi,and kodi ports
aqi-moscun,update file at,file at 20200101,at 20200101 004938
rommel haynes,automatically backed up,backed up by,up by learn
matthew46,updated gps added,gps added latitude,added latitude parsing
joão oliveira,fix typo in,typo in dir,in dir names
daniel rejon,refactor to extract,to extract text,extract text area
rob fowler,dont abuse the,abuse the server,the server on
bryant omoregie,automatically backed up,backed up by,up by learn
rene,netdpdk depend on,depend on openssl,on openssl via
yuri,netclash update 0160,update 0160 0170,0160 0170 reported
jbeich,x11toolkitswlroots update to,update to 090,to 090 changes
jbeich,x11wmsway update to,update to 13r1,to 13r1 changes
jbeich,gamesopenfodder update to,update to 160,to 160 changes
rene,develfbadb mark broken,mark broken when,broken when ndk
rene,remove expired port,expired port 20191016,port 20191016 langgnatdroidx86
rene,remove expired port,expired port 20190904,port 20190904 netpytweepy
jhale,financeaqbanking update to,update to 582,to 582 pr
jbeich,multimediawlrobs update to,update to s20191230,to s20191230 changes
pkubaj,devellove08 fix build,fix build on,build on gcc
jbeich,develfbadb unbreak ndkoff,unbreak ndkoff by,ndkoff by partiall
adridg,fix openal knob,openal knob in,knob in multimediaqt5multimedia
linimon,fix build on,build on gccbased,on gccbased systems
yevgeniy miretskiy,importccl improve handling,improve handling of,handling of transient
krzysiek,bael19890 upgrade to,upgrade to spring,to spring boot
josh cummings,merge pull request,pull request 8420,request 8420 from
evil artist,add code to,code to test,to test http
edward silverton,use enums for,enums for events,for events states
george,add scripts and,scripts and custom,and custom rollup
renovate bot,update dependency awssdk,dependency awssdk to,awssdk to v25960
bruno,updated makefile lux,makefile lux for,lux for particlesgpu
shougo,merge pull request,pull request 163,request 163 from
joshua poirier,add vs code,vs code settings,code settings to
joshua poirier,build game environment,game environment start,environment start interacting
mark crossen,bumped gem version,gem version to,version to 043
cgschu1tz,plugins were a,were a giant,a giant waste
thomas k,added star alpha,star alpha tv,alpha tv streams
aleksandr statciuk,update grm3u updated,grm3u updated channel,updated channel name
aleksandr statciuk,merge pull request,pull request 865,request 865 from
kamen stanev,adddomains for all,for all sites,all sites page
jonathansadowski,migration move polling,move polling to,polling to progress
deepscanbot,merge branch master,branch master of,master of httpsgithubcomautomatticwpcalypso
unknown,started work on,work on tiles,on tiles implemented
ike otu,fixed undefined objects,undefined objects and,objects and the
rahul ravikumar,add a converter,a converter from,converter from the
bryant omoregie,automatically backed up,backed up by,up by learn
aaiden nicolas witten,automatically backed up,backed up by,up by learn
duncan ralph,forecasts pushed on,pushed on tue,on tue dec
milenaonmaui,use redirect for,redirect for incorrect,for incorrect meal
github actions,add configuratons for,configuratons for v1,for v1 machines
bryant omoregie,automatically backed up,backed up by,up by learn
jeremy schlatter,playground add appengine,add appengine healthcheck,appengine healthcheck endpoint
renovate bot,choredeps update dependency,update dependency typescript,dependency typescript to
yoshitaka terazawa,merge pull request,pull request 159,request 159 from
dean rexines,refine unet decaying,unet decaying lr,decaying lr scripts
gabesharpton,good responsive for,responsive for larger,for larger screens
jeremy philipson,chore add remove,add remove item,remove item functionality
jaz singh,add residuals prop,residuals prop upgrade,prop upgrade babel
cjxdbot,choredeps bump httpsgithubcomcbkubecdbddsbhg1577839614git,bump httpsgithubcomcbkubecdbddsbhg1577839614git command,httpsgithubcomcbkubecdbddsbhg1577839614git command run
cjxd-bot-test,merge pull request,pull request 2,request 2 from
paul home desktop,merge branch master,branch master of,master of githubcomjpmatternbayesiancbiomes
aaiden nicolas witten,automatically backed up,backed up by,up by learn
john leider,feat add material,add material presets,material presets 143
web-media,revert get single,get single route,single route this
jim wu,mlgmxyysd github update,github update bot,update bot 1577839807
zachary jacobs,automatically backed up,backed up by,up by learn
ericberman,svn 6899 allow,6899 allow for,allow for null
trimstray,add bed signedoffby,bed signedoffby trimstray,signedoffby trimstray trimstraygmailcom
xiongbingji,merge branch master,branch master of,master of httpsgithubcomw190601jdev3
ri xin yang,automatically backed up,backed up by,up by learn
p進大好きbot,update and rename,and rename 00000000imoutogure,rename 00000000imoutogure to
hubert maraszek,build and compile,and compile currently,compile currently nonsensical
jeremy moore,new capture directory,capture directory can,directory can create
lyrana hughes,changed psegarr to,psegarr to sapdict,to sapdict psa
lyrana hughes,dev branch commit,branch commit after,commit after many
tony arcieri (iqlusion),merge pull request,pull request 318,request 318 from
jose24san,updated the way,the way history,way history tab
jose sanchez,merge pull request,pull request 32,request 32 from
renovate bot,update dependency orgapachemavenpluginsmavenjavadocplugin,dependency orgapachemavenpluginsmavenjavadocplugin to,orgapachemavenpluginsmavenjavadocplugin to v2104
ri xin yang,automatically backed up,backed up by,up by learn
tmaul,small tweak to,tweak to enable,to enable software
tmaul,might as well,as well put,well put the
renovate bot,choredeps update nodejs,update nodejs to,nodejs to v8170
bitnami containers,externaldns component image,component image updated,image updated to
paul o'shea,checking if parallax,if parallax fixed,parallax fixed on
a-ee,im sorry but,sorry but input,but input from
nintendroid1,assigned values to,values to fields,to fields in
sergey at ssb,started renaming for,renaming for figures,for figures code
meissadia,set print styles,print styles to,styles to full
wyatt pearsall,merge pull request,pull request 99,request 99 from
caleb roseland,upgrade ts374 and,ts374 and add,and add and
caleb roseland,chore git ignore,git ignore testcoverage,ignore testcoverage results
caleb roseland,refactor youtube utils,youtube utils and,utils and increase
edoapra,restrict np for,np for some,for some qas
orange451,potentially sped up,sped up parent,up parent changing
andrew zaruba,jumping implementation has,implementation has begun,has begun this
andreas möller,merge pull request,pull request 62,request 62 from
opstestproduction,delete file xrefprodxrefmaptestbranchmasteryml,file xrefprodxrefmaptestbranchmasteryml at,xrefprodxrefmaptestbranchmasteryml at 20200101
renovate bot,update dependency orgapachemavenpluginsmavenjavadocplugin,dependency orgapachemavenpluginsmavenjavadocplugin to,orgapachemavenpluginsmavenjavadocplugin to v3
ryo ota,update update vuecliooo,update vuecliooo from,vuecliooo from 411
dependabot-preview[bot],bump vueasynccomputed from,vueasynccomputed from 370,from 370 to
jton307,set up session,up session flash,session flash message
brokalys bot,monthly data land,data land sell,land sell riga
george liu,add optional feature,optional feature policy,feature policy header
george liu,revise nginx php,nginx php default,php default buffers
george liu,update old etcinitdphpfpm,old etcinitdphpfpm references,etcinitdphpfpm references in
george liu,remove old fixphpfpmincludes,old fixphpfpmincludes routine,fixphpfpmincludes routine in
george liu,revise php extension,php extension routines,extension routines for
george liu,fix centos 6,centos 6 php,6 php 73
george liu,nginx 1177 default,1177 default in,default in 12309beta01
george liu,centos 6 nginx,6 nginx routine,nginx routine update
george liu,nginx http2 hpack,http2 hpack dynamtic,hpack dynamtic tls
george liu,ensure all tools,all tools directory,tools directory scripts
george liu,revise phpfpm default,phpfpm default buffers,default buffers in
newstools,created text for,text for url,for url wwwnanngentertainmentobamanamesburnaboyremaonlistoffavoritemusic
wigforss,mavenreleaseplugin prepare for,prepare for next,for next development
mike lindner,stretch octave noise,octave noise range,noise range because
newstools,created text for,text for url,for url newsvergecom20191231ugandadeportssafricanmusiciconaheadofendofyearperformance
newstools,created text for,text for url,for url wwwnanngnewsnigeriadiasporapolicyunderwaydabirierewa
aaiden nicolas witten,automatically backed up,backed up by,up by learn
jeff schomay,now setlink can,setlink can lookup,can lookup a
jeff schomay,add parser for,parser for set,for set link
jeff schomay,allow in stat,in stat and,stat and link
raul ovalle,fix expected indentation,expected indentation of,indentation of 16
gahgsp,added thrust sound,thrust sound effect,sound effect and
renovate bot,update babel monorepo,babel monorepo to,monorepo to 774
renovate bot,update dependency sizelimitpresetsmalllib,dependency sizelimitpresetsmalllib to,sizelimitpresetsmalllib to 221
andrea carraro,fix evaluate svg,evaluate svg cy,svg cy value
andrea carraro,replace prepublish npm,prepublish npm script,npm script with
renovate bot,update update storybook,update storybook monorepo,storybook monorepo packages
kirill shcherbina,automatically backed up,backed up by,up by learn
newstools,created text for,text for url,for url naijanewsagencycommancriesoutasherevealswhathappenedtothenewiphone11heboughtforn17k
rohit garudadri,fixed login button,login button flashing,button flashing 780
newstools,created text for,text for url,for url wwwnanngnewsxihailschinasachievementsindifficultyear
newstools,created text for,text for url,for url naijanewsagencycomburnaboyremamakeobamasfavoritemusicof2019list
duncan ralph,add 4km and,4km and 12km,and 12km snow
duncan ralph,merge branch master,branch master of,master of githubcompsathyrellaweatherscraper
rtrouton,merge pull request,pull request 60,request 60 from
brian larsen,correct order of,order of dependencies,of dependencies for
melanie mcglynn,automatically backed up,backed up by,up by learn
jwulf7,am able to,able to populate,to populate employee
prahar patel,updated readme with,readme with sample,with sample terminal
newstools,created text for,text for url,for url naijanewsagencycomlampardchelseamustgetrecruitmentrighttocompetewithliverpool
dependabot[bot],bump handlebars from,handlebars from 412,from 412 to
ryan johnson,merge pull request,pull request 1,request 1 from
newstools,created text for,text for url,for url newsvergecom20191231allegedn63bnfraudjanghascasetoanswerjudge
rick neff,rename files for,files for w20,for w20 semester
mpl,closenotifier return pointer,return pointer instead,pointer instead of
ludovic fernandez,improve documentation about,documentation about traefik,about traefik build
manuel zapf,add migration guide,migration guide for,guide for traefik
damien duportal,add a documentation,a documentation example,documentation example for
ludovic fernandez,use consistent name,consistent name in,name in acme
kenneth peiruza,added externalname https,externalname https support,https support for
ludovic fernandez,doc remove section,remove section about,section about templates
dmitry sharshakov,dont set useragent,set useragent to,useragent to gohttpclient11
manuel zapf,query consul for,consul for service,for service health
tiago boeing,fix command for,command for use,for use websecure
newstools,created text for,text for url,for url naijanewsagencycomarsenalbossartetaadmitsheistryingtobuildteamaroundozil
saeid amiri,able to find,to find obj,find obj but
newstools,created text for,text for url,for url newsvergecom20191231fctpolicearrest985suspectsin2019
arthur lisek-koper,add buttons to,buttons to send,to send random
andres,added travis and,travis and added,and added encrypted
luiz gustavo,ajustar consultas jpql,consultas jpql paginadas,jpql paginadas e
kirill shcherbina,automatically backed up,backed up by,up by learn
newstools,created text for,text for url,for url wwwnanngnewsnewyearweremaincommittedtostrongerdeltaokowa
renovate bot,update dependency awssdk,dependency awssdk to,awssdk to v25960
gioryanreyes,added mobile padding,mobile padding for,padding for better
kirill shcherbina,automatically backed up,backed up by,up by learn
aqi-moscun,update file at,file at 20200101,at 20200101 005046
joe garcia,fix 83 split,83 split domain,split domain local
gaierken,added museum id,museum id user,id user id
omar dario,ahora si subo,si subo las,subo las imagenes
dependabot[bot],bump mongoose from,mongoose from 571,from 571 to
deidra,update still working,still working on,working on getting
vemahk,menu rework menus,rework menus are,menus are now
joe duffy,add a 2019,a 2019 year,2019 year in
opstestproduction,delete file e2edocsbranchproddynamicindexyml,file e2edocsbranchproddynamicindexyml at,e2edocsbranchproddynamicindexyml at 20200101
tim harper,update integration test,integration test to,test to use
hrsh38,merge branch master,branch master of,master of httpsgithubcomhrsh38hrsh38githubio
harsh patel,revert fixed this,fixed this reverts,this reverts commit
hector ricardo mendez sordia,adding more fields,more fields to,fields to packagejson
calvin weng,update community section,community section and,section and other
zhouqiang,merge branch master,branch master into,master into bumpversion
abalabahaha,create tostring functions,tostring functions for,functions for remaining
sahar hagbi,added user controller,user controller dao,controller dao and
markus schirp,merge pull request,pull request 134,request 134 from
sangchi,revert update renamescriptedeffectstxt,update renamescriptedeffectstxt this,renamescriptedeffectstxt this reverts
rohit garudadri,fixed login button,login button flashing,button flashing 780
loreina chew,merge branch develop,branch develop into,develop into feature202showactivepageonnavbar
arthur lisek-koper,add buttons to,buttons to send,to send random
arthur lisek-koper,merge branch master,branch master into,master into multimessagesupport
newstools,created text for,text for url,for url naijanewsagencycommanunitedfearscottmctominaycouldface8weeksonsidelinesmail
"nathan alden, sr",fixed contextflag bug,contextflag bug in,bug in dispose
newstools,created text for,text for url,for url newsvergecom20191231ukusconsiderednigerianavalblockadeoversarowiwaexecution
benjamin lehmann,config file for,file for api,for api key
micha ober,add real suggestion,real suggestion to,suggestion to optionmapunwrapor
bors,auto merge of,merge of 4967,of 4967 johntitorupdatetest
bors,auto merge of,merge of 4972,of 4972 johntitorrustup
krishna veera reddy,fix replaceconsts lint,replaceconsts lint documentation,lint documentation replaceconsts
bors,auto merge of,merge of 4634,of 4634 moberfeature2320mapor
bors,auto merge of,merge of 4970,of 4970 krishnaveerareddyfixreplaceconstsdocumentation
yuki okushi,ignore rls integration,rls integration test,integration test for
bors,auto merge of,merge of 4973,of 4973 johntitorrustup1231
bors,auto merge of,merge of 4976,of 4976 johntitorintegration
hehaowen00,run sliderfill only,sliderfill only on,only on webkit
hehaowen00,reduce scope access,scope access of,access of sliderfill
clairedavies,update info for,info for sti,for sti using
bharathwaj sankara,controller scheduler kubelet,scheduler kubelet and,kubelet and proxy
na hyung choi,move blog post,blog post alert,post alert to
newstools,created text for,text for url,for url wwwnanngheadlinesnigerianarmyreconstructsbamabarrackestablishesaviationbasestation
newstools,created text for,text for url,for url naijanewsagencycomvideozlatanibilewowsthecrowdatmarlianfest
root,removed files managed,files managed by,managed by codegen
peter eisentraut,modernize python exception,python exception syntax,exception syntax in
commitfest bot,cf 262263 seccompbpf,262263 seccompbpf support,seccompbpf support this
newstools,created text for,text for url,for url newsvergecom20191231babangidaurgesnorthernerstouniteintacklingregionschallenges
crazyj36,toshiba rename installlisttoshibatxt,rename installlisttoshibatxt for,installlisttoshibatxt for uniform
kailana kahawaii,automatically backed up,backed up by,up by learn
mihai codoban,log global properties,global properties in,properties in cache
newstools,created text for,text for url,for url wwwnanngfeaturetheimperativeofestablishingnationalcommissiononpersonswithdisabilities
newstools,created text for,text for url,for url naijanewsagencycompoliceparadesmpaperobberysuspects
newstools,created text for,text for url,for url newsvergecom20191231nigeriaboursegains087onlasttradingdayof2019
bob carr,last update 1951,update 1951 on,1951 on 31dec2019
newstools,created text for,text for url,for url naijanewsagencycom11bnmalabufraudwhyexagfadokedoesntdeservebaile28095efcc
newstools,created text for,text for url,for url newsvergecom20191231dprsanctions14fuellgpprovidersinkaduna
roberto romero,add required option,required option in,option in modrewrite
ri xin yang,automatically backed up,backed up by,up by learn
nora_wang,update and rename,and rename summary,rename summary of
haibo chen,miscallenous minor updates,minor updates since,updates since the
haibo chen,add a sample,a sample vs,sample vs code
haibo chen,move to zsh,to zsh as,zsh as the
haibo chen,enabled copying from,copying from remote,from remote tmux
loren cipriano,automatically backed up,backed up by,up by learn
pownkel,report test runs,test runs in,runs in health
maxim laikine,merge branch master,branch master of,master of githubcommicrosoftaccessibilityinsightsservice
maxim laikine,merge branch master,branch master into,master into usersmlaikinesenderdynamic2
harshith0307,program to reverse,to reverse an,reverse an array
tegon mccloud,cleanup of chess,of chess class,chess class and
azure pipeline,test status update,status update for,update for dsbaseclientmaster
vemahk,menu update updated,update updated to,updated to match
resthiana12,menambahkan nilai default,nilai default untuk,default untuk field
mattdeitke,fix brokenpipeerror caused,brokenpipeerror caused by,caused by ffmpeg
ka9cql,txlog changed nodedetection,changed nodedetection threshold,nodedetection threshold based
kentaro fukuchi,added resource template,resource template column,template column and
cameron samak,add local bin,local bin to,bin to path
brent simmons,write two posts,two posts one,posts one for
newstools,created text for,text for url,for url wwwnanngnewsnewyearnigeriansshalltriumphpraystambuwal
ishan narula,added section on,section on setting,on setting up
jake,my project python,project python file,python file this
marco a cayetano,automatically backed up,backed up by,up by learn
newstools,created text for,text for url,for url wwwnanngnewsjournalistsformigrationappointsofficialssetfornewswebsite
john leider,feat add material,add material presets,material presets 143
ahoerr2,added poster images,poster images to,images to profiles
newstools,created text for,text for url,for url naijanewsagencycombrunofernandesadmitshewantedsummerspursmovefitintoeverythingiwishihad
opstestproduction,e2e pr success,pr success test01012020,success test01012020 1249
opstestproduction,merge pull request,pull request 17956,request 17956 from
newstools,created text for,text for url,for url newsvergecom20191231relocationofmarketumuahiatradersappealtoikpeazuformoretime
sapeled3,add create notification,create notification for,notification for post
sapele moses,merge pull request,pull request 14,request 14 from
newstools,created text for,text for url,for url naijanewsagencycomtheycanpunishyouartetawarnsarsenalovermanchesterunitedsthreatonthebreak
angel fernando quiroz campos,lti allow multiple,allow multiple lineitems,multiple lineitems for
duncan ralph,forecasts pushed on,pushed on tue,on tue dec
bpremkumar,merge pull request,pull request 1,request 1 from
newstools,created text for,text for url,for url newsvergecom20191231mysteryfireburnspartofpopularkaramarketonnewyearseve
ri xin yang,automatically backed up,backed up by,up by learn
gary mann,cleartext password support,password support on,support on linux
newstools,created text for,text for url,for url naijanewsagencycom2019personoftheyearafriendofourmind
gabriel chen,merge pull request,pull request 3,request 3 from
ri xin yang,automatically backed up,backed up by,up by learn
reini urban,dynapi remove unknown,remove unknown tests,unknown tests as
reini urban,indxf fix numentriesi,fix numentriesi underflow,numentriesi underflow for
loreina chew,add status page,status page text,page text constants
rohit garudadri,fixed login button,login button flashing,button flashing 780
rohitgarudadri,merge branch develop,branch develop into,develop into feature200confirmemailflashing
newstools,created text for,text for url,for url newsvergecom20191231cibntaskslagosgovtonroadrepairs
takuya takeuchi,merge branch featureyolov2,branch featureyolov2 into,featureyolov2 into develop
takuya takeuchi,merge branch featuresqueezenetssd,branch featuresqueezenetssd into,featuresqueezenetssd into develop
takuya takeuchi,merge branch featuremobilenetssd,branch featuremobilenetssd into,featuremobilenetssd into develop
takuya takeuchi,merge branch featuremobilenetv3ssdlite,branch featuremobilenetv3ssdlite into,featuremobilenetv3ssdlite into develop
takuya takeuchi,merge branch featurefasterrcnn,branch featurefasterrcnn into,featurefasterrcnn into develop
takuya takeuchi,merge branch featurerfcn,branch featurerfcn into,featurerfcn into develop
takuya takeuchi,merge branch featureshufflenetv2,branch featureshufflenetv2 into,featureshufflenetv2 into develop
hokage22,editing readme just,readme just adding,just adding in
dependabot-preview[bot],bump webpack from,webpack from 4414,from 4414 to
leonardo faria,bump webpack from,webpack from 4414,from 4414 to
newstools,created text for,text for url,for url wwwnanngnewskidnapperskill6teenageabducteesaftertheirdemandsweredenied
asnxthaony,fix 2d preview,2d preview in,preview in player
newstools,created text for,text for url,for url newsvergecom20191231nigeriadiasporapolicyunderwaydabirierewa
veganinthestreets,merge pull request,pull request 1,request 1 from
ericdalrymple91,update mushroom jerky,mushroom jerky tableyet,jerky tableyet again
ken kundert,run flake8 linter,flake8 linter and,linter and fix
newstools,created text for,text for url,for url wwwnanngnewswhywearrestedsenshehusaniefccconfirms
fernandohernandezpaz,cambiando eje de,eje de graficacion,de graficacion para
jose24san,updated the way,the way history,way history tab
wigforss,mavenreleaseplugin prepare for,prepare for next,for next development
newstools,created text for,text for url,for url newsvergecom20191231troopstoenjoyimprovedwelfarepackagein2020buratai
knut ahlers,fix totaltransportedweight seems,totaltransportedweight seems to,seems to be
sapeled3,add notification remove,notification remove after,remove after unlike
sapele moses,merge pull request,pull request 15,request 15 from
eugene koontz,je wrap in,wrap in vector,in vector as
nick mitchell,featpluginspluginkubeui kubectl top,kubectl top support,top support fixes
newstools,created text for,text for url,for url wwwnanngnewsnewyearomoagegetasksnigerianstobuildbridges
jasonzhou404,planning pass stboundsdeciders,pass stboundsdeciders mappings,stboundsdeciders mappings to
jasonzhou404,planning skip keep,skip keep clear,keep clear logic
jasonzhou404,planning disable checkoverlap,disable checkoverlap in,checkoverlap in dp
jasonzhou404,planning param tunnings,param tunnings for,tunnings for faster
panjiacheng,planning sidepass stop,sidepass stop bug,stop bug fix
panjiacheng,planning set ignore,set ignore decisions,ignore decisions in
panjiacheng,planning trim overtaken,trim overtaken obstacles,overtaken obstacles properly
panjiacheng,planning bug fix,bug fix with,fix with dest
wfgsy101, add devkit,add devkit config,devkit config files
wfgsy101, update the,update the devkit,the devkit directory
sjiang2018,planning skip pathreuse,skip pathreuse when,pathreuse when not
michael4338,paladin add validations,add validations for,validations for input
michael4338,print error logs,error logs instead,logs instead of
jasonzhou404,planning ignore unknown,ignore unknown and,unknown and keepclear
jasonzhou404,planning bug fix,bug fix on,fix on getunblocksrange
ri xin yang,automatically backed up,backed up by,up by learn
newstools,created text for,text for url,for url naijanewsagencycomiwillcertainlystickwithhimchelseabosslamparddefendshudsonodoifromcriticismonsocialmedia
aaron roller,master git checkout,git checkout is,checkout is required
michaelfdickey,text entry box,entry box working,box working now
devtools bot,update stats via,stats via travis,via travis cron
william buck,merge pull request,pull request 297,request 297 from
anthony holder,automatically backed up,backed up by,up by learn
diogo ribeiro,structural upgrades make,upgrades make it,make it easier
jerome-wilson-developer,added gitpages and,gitpages and netlify,and netlify web
albertgoncalves,path only for,only for linux,for linux for
brokalys bot,monthly price per,price per sqm,per sqm data
sean dubois,allow certificate generation,certificate generation bits,generation bits to
chehefen,merge branch master,branch master into,master into felixdev
daniel menchaca luna,se agrega mappeo,agrega mappeo para,mappeo para trabajar
travis,autosave testing for,testing for ultimate,for ultimate hosts
cal stephens,add inflation calculator,inflation calculator blog,calculator blog post
newstools,created text for,text for url,for url naijanewsagencycomwatchtiwasavageswildperformanceatthemarliansfest
rajashree,update crb and,crb and rb,and rb if
prachi damle,change the etcd,the etcd dir,etcd dir permissions
denise,merge pull request,pull request 24807,request 24807 from
nicolas botello,add a general,a general type,general type for
nicolas a. botello jr,merge pull request,pull request 10,request 10 from
sonya mccree,project updates 31,updates 31 december,31 december working
newstools,created text for,text for url,for url newsvergecom20191231newyearfctministerassuresresidentsofbettersecurityoflivesproperties
newstools,created text for,text for url,for url naijanewsagencycomnairamarleyfloatsownrecordlabelsignszinoleeskymohbadcblackfabian
abd asis,add background on,background on register,on register form
zachary jacobs,automatically backed up,backed up by,up by learn
newstools,created text for,text for url,for url naijanewsagencycomprosecutorsseekyearinjailforalgeriasrichestman
newstools,created text for,text for url,for url newsvergecom20191231newyearweremaincommittedtostrongerdeltaokowa
snoopy crime cop,merge master dorg,master dorg ssuccessonly,dorg ssuccessonly repository
daneshchacko,create metadata of,metadata of p165,of p165 tanjung
newstools,created text for,text for url,for url naijanewsagencycomguardiolaonhowmancitycancatchliverpoolworkharderplaybetterandpray
paul brady,make dist directory,dist directory pushable,directory pushable to
newstools,created text for,text for url,for url newsvergecom20191231sanwoolusignsn117trn2020budgetintolaw
robin giese,gardening make package,make package command,package command names
robin giese,improve invalid config,invalid config data,config data debugging
robin giese,modify z85 dictionary,z85 dictionary to,dictionary to account
aqi-moscun,update file at,file at 20200101,at 20200101 005154
snoopy crime cop,merge master dorg,master dorg ssuccessonly,dorg ssuccessonly pr
snoopy crime cop,merge master dorg,master dorg ssuccessonly,dorg ssuccessonly pr
snoopy crime cop,merge master dorg,master dorg ssuccessonly,dorg ssuccessonly repository
truong nguyen`,update data file,data file at,file at 20200101t005156144z
froehlicha,add anonymice and,anonymice and fantasque,and fantasque fonts
jenkins-x-bot,publishing files for,files for path,for path jenkinsxlogscbkubecdbddspring1577839158pr12log
newstools,created text for,text for url,for url newsvergecom20191231courtreturnsadokesfiletocjoveralleged12bnmalabuoilscam
opstestproduction,delete file xrefprodxrefmaptestbranchliveyml,file xrefprodxrefmaptestbranchliveyml at,xrefprodxrefmaptestbranchliveyml at 20200101
yaiyan,minor fix to,fix to height,to height of
snoopy crime cop,merge master dorg,master dorg ssuccessonly,dorg ssuccessonly pr
snoopy crime cop,merge master dorg,master dorg ssuccessonly,dorg ssuccessonly pr
snoopy crime cop,merge master dorg,master dorg ssuccessonly,dorg ssuccessonly pr
snoopy crime cop,merge master dorg,master dorg ssuccessonly,dorg ssuccessonly pr
snoopy crime cop,merge master dorg,master dorg ssuccessonly,dorg ssuccessonly pr
snoopy crime cop,merge master dorg,master dorg ssuccessonly,dorg ssuccessonly pr
snoopy crime cop,merge master dorg,master dorg ssuccessonly,dorg ssuccessonly repository
opstestproduction,create a file,a file e2edocsbranchproddynamicindexyml,file e2edocsbranchproddynamicindexyml at
marcos minond,entry controller does,controller does not,does not depend
marcos minond,fixing processor test,processor test helper,test helper module
udjinm6,wed jan 1,jan 1 004824,1 004824 utc
harsh patel,merge remotetracking branch,remotetracking branch refsremotesoriginghpages,branch refsremotesoriginghpages into
hrsh38,merge pull request,pull request 1,request 1 from
charles e. thornton,created readme and,readme and license,and license files
demarius edwards,automatically backed up,backed up by,up by learn
snoopy crime cop,merge master dorg,master dorg ssuccessonly,dorg ssuccessonly pr
snoopy crime cop,merge master dorg,master dorg ssuccessonly,dorg ssuccessonly pr
snoopy crime cop,merge master dorg,master dorg ssuccessonly,dorg ssuccessonly pr
snoopy crime cop,merge master dorg,master dorg ssuccessonly,dorg ssuccessonly repository
melanie mcglynn,automatically backed up,backed up by,up by learn
brayden marshall,went through entire,through entire vimrc,entire vimrc and
logan ralston,highlight link of,link of active,of active page
demarius edwards,automatically backed up,backed up by,up by learn
michael sandoval,solved the issue,the issue of,issue of rendering
travis,autosave testing for,testing for ultimate,for ultimate hosts
stephan risi,merge pull request,pull request 59,request 59 from
stephan risi,merge branch master,branch master into,master into updatepersonpeopledb
stephan risi,fixing up namepreprocessing,up namepreprocessing i,namepreprocessing i know
stephan risi,minor fixes to,fixes to make,to make tests
stephan risi,merge pull request,pull request 62,request 62 from
stephan risi,merge remotetracking branch,remotetracking branch originmaster,branch originmaster into
snoopy crime cop,merge master dorg,master dorg ssuccessonly,dorg ssuccessonly pr
snoopy crime cop,merge master dorg,master dorg ssuccessonly,dorg ssuccessonly pr
snoopy crime cop,merge master dorg,master dorg ssuccessonly,dorg ssuccessonly repository
jinhang's workout chart,rename 2019 workout,2019 workout log,workout log to
nprindle,add mapping in,mapping in nix,in nix files
demarius edwards,automatically backed up,backed up by,up by learn
charles provencher,dispatchfile initial commit,initial commit with,commit with test
newstools,created text for,text for url,for url naijanewsagencycomarikanachihomboriquaoaprofileincourage
jonathan boiser,fix afunction commands,afunction commands for,commands for js
t9md,merge pull request,pull request 1134,request 1134 from
erik alfvin,responsive header sizes,header sizes for,sizes for mobile
